503642998832242689;Sun Aug 24 20:40:22 +0000 2014;RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369;napa, earthquake, 
503644497306480640;Sun Aug 24 20:46:20 +0000 2014;RT @NewEarthquake: Revised (6.0 -&gt; 6.1): 6.1 earthquake, 6km NW of American Canyon, California. Aug 24 03:20 at epicenter (51m ago,... http…;
503644553228713984;Sun Aug 24 20:46:33 +0000 2014;RT @RedCrossCRC: 2 shelters open for #napaquake: Crosswalk Cmnty Church, 2590 1st St, #NAPA &amp; Florence Douglas Cntr, 333 Amador St, #VALLEJ…;napaquake, NAPA, 
503644405480181760;Sun Aug 24 20:45:58 +0000 2014;FEMA Administrator Craig Fugate: 'I urge residents and visitors to follow the direction of state, tribal and local officials.' #napaquake;napaquake, 
503644432663863296;Sun Aug 24 20:46:04 +0000 2014;RT @cnnbrk: California hospital receives 120 patients related to the 6.0 magnitude earthquake, hospital president says. http://t.co/S2v5wea…;
503644548925759488;Sun Aug 24 20:46:32 +0000 2014;RT @thehill: Lawmakers take to Twitter after Northern California #earthquake http://t.co/vWla30PH3u by @Keith_Laing;earthquake, 
503644549353598976;Sun Aug 24 20:46:32 +0000 2014;RT @IAmJohnSparks: LATEST Numbers On The #NapaQuake! http://t.co/2kLI5K8kp0;NapaQuake, 
503644541397004288;Sun Aug 24 20:46:30 +0000 2014;RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369;napa, earthquake, 
503644427584544769;Sun Aug 24 20:46:03 +0000 2014;Ohio USA Columbus » http://t.co/Y1bIlanwwQ  #earthquake 180 Northern California rocked by magnitude 6.0 earthquake earthquake janinebucks U…;earthquake, 
503644463944589312;Sun Aug 24 20:46:12 +0000 2014;RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369;napa, earthquake, 
503644523646316544;Sun Aug 24 20:46:26 +0000 2014;Luckily, everyone I've heard from in American Canyon and Napa are okay. Praying for those hurt and affected by todays #earthquake.;earthquake, 
503644496014213120;Sun Aug 24 20:46:19 +0000 2014;Early warnin 4 Napa earthquake spurs calls 4 West Coast alerts http://t.co/3iFY3jvm5B #AdamSchiff #NapaValley #WestCoast;AdamSchiff, NapaValley, WestCoast, 
503644484316712961;Sun Aug 24 20:46:17 +0000 2014;RT @cnnbrk: California hospital receives 120 patients related to the 6.0 magnitude earthquake, hospital president says. http://t.co/S2v5wea…;
503644414762180608;Sun Aug 24 20:46:00 +0000 2014;RT @bobpockrass: Sonoma Raceway escapes earthquake damage; IndyCar race a go http://t.co/TSZjgsHIHE #indycar #nascar;indycar, nascar, 
503644457259245568;Sun Aug 24 20:46:10 +0000 2014;RT @NormaJeanAngel: BIG THANKS TO @MCHammer for reporting the #California #SanFrancisco 6.0 #magnitude #EARTHQUAKE My thoughts, Prayers &amp; w…;California, SanFrancisco, magnitude, EARTHQUAKE, 
503644367522123776;Sun Aug 24 20:45:49 +0000 2014;RT @mgafni: First shot of downtown damage #napaquake http://t.co/9IF5JAyV0K;napaquake, 
503644497948192768;Sun Aug 24 20:46:20 +0000 2014;RT @itvnews: Buildings 'severely damaged' and some 'uninhabitable' after California earthquake http://t.co/b8VCWlMEgg http://t.co/7RdIESkIcm;
503644396223729665;Sun Aug 24 20:45:56 +0000 2014;RT @VivianHo: Some beautiful pottery at Thomas Bartlett store in Napa was broken in earthquake. http://t.co/WMqvyGeNng;
503644565925277697;Sun Aug 24 20:46:36 +0000 2014;RT @EvanSernoffsky: MT @CityofNapa: #Napa Valley College reports no significant damage from #napaquake. Will be open Mon. for class;Napa, napaquake, 
503644468520960000;Sun Aug 24 20:46:13 +0000 2014;Crazy what happened in Napa, hope everyone is okay! #napaquake;napaquake, 
503644543757996032;Sun Aug 24 20:46:31 +0000 2014;RT @ABCWorldNews: Nearly 90 injured in Bay Area's biggest earthquake in 25 years: http://t.co/HCNwM5xvXw http://t.co/WKPBIKeBsa;
503644458899243008;Sun Aug 24 20:46:10 +0000 2014;West Park and all other NVUSD Schools are closed tomorrow. More information will follow. #napaquake;napaquake, 
503644473336008704;Sun Aug 24 20:46:14 +0000 2014;RT @nbcbayarea: Expert: Chances that #napaquake is precursor to larger quake unlikely, but following 24 hours will be the "riskiest." http:…;napaquake, 
503644442969251840;Sun Aug 24 20:46:07 +0000 2014;RT @insidescoopsf: Currently open in downtown Napa: @velopizzeria, @burgerfi + @DTJoeNapa. @MorimotoNapa promising dinner. #napaquake: http…;napaquake, 
503644440154501121;Sun Aug 24 20:46:06 +0000 2014;. @hetz_molly my sideways case shipper boxes on the closet floor work great as a #wine cellar! #napaquake #Napa #earthquake;wine, napaquake, Napa, earthquake, 
503644565849374722;Sun Aug 24 20:46:36 +0000 2014;RT @MaryLeeKING5: State of emergency declared after California quake: 
http://t.co/wB1H0u566Q  #napaquake;napaquake, 
503644545926430720;Sun Aug 24 20:46:31 +0000 2014;RT @SFGate: Oh no! RT @demianbulwa: The startling scene at @Saintsbury near Carneros after the #napaquake http://t.co/lAj6zZXvvj;napaquake, 
503644665208246272;Sun Aug 24 20:47:00 +0000 2014;RT @stevesilberman: If you missed it: Napa skaters abide. [pic by NBC's Jeremy Carroll via @neetzan] #quake http://t.co/Ymdg3bVITn;quake, 
503644582610206720;Sun Aug 24 20:46:40 +0000 2014;RT @stormchaser4850: UPDATE: Napa #CA medical center reports 120 people injured (3 in critical condition) http://t.co/fRgIo5lUfY #Quake htt…;CA, Quake, 
503644654383153152;Sun Aug 24 20:46:57 +0000 2014;RT @latimes: Interactive map: See where this morning's quake hit the Bay Area and where it caused damage http://t.co/NDP9hpTLOE http://t.co…;
503644703825612800;Sun Aug 24 20:47:09 +0000 2014;RT @sashaalexander: My thoughts w/ everyone involved in #napaearthquake. Thank you to the rescue workers!;napaearthquake, 
503644677409865728;Sun Aug 24 20:47:03 +0000 2014;RT @AnonymousPress: Meadowbrook Lane in Napa-- skaters after the 6.1 quake. Photo from #nbcbayarea photog Jeremy Carroll http://t.co/u0PKwu…;nbcbayarea, 
503644659944419328;Sun Aug 24 20:46:58 +0000 2014;RT @JMattAtkinson: Luckily, everyone I've heard from in American Canyon and Napa are okay. Praying for those hurt and affected by todays #e…;
503644568236343296;Sun Aug 24 20:46:36 +0000 2014;Earthquake in Napa. Vintage wine destroyed. Call out the National Guard. Alert the cable channels. Move to Texas. Blame it on Obama.;
503644686846681088;Sun Aug 24 20:47:05 +0000 2014;The latest on damaging earthquake in California: This is what Associated Press reporters on the scene are... http://t.co/abzt8qbVVM;
503644606844502016;Sun Aug 24 20:46:46 +0000 2014;To everyone who has asked... My family &amp; I are okay. We felt the earthquake but weren't effect by it. The Napa wineries didn't fair as well.;
503644686452809728;Sun Aug 24 20:47:05 +0000 2014;We're thinking of you today @DavidSilverOak.  @SilverOak is one our favorites;( @putnamproducer #napaquake http://t.co/LkNPmDZvj1;napaquake, 
503644704689647617;Sun Aug 24 20:47:09 +0000 2014;RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369;napa, earthquake, 
503644622409588736;Sun Aug 24 20:46:49 +0000 2014;Right as the earthquake struck, a baby boy was born to Napa resident Connie Navarro. http://t.co/FwhgKEhYnE;
503644654781222912;Sun Aug 24 20:46:57 +0000 2014;RT @myfoxla: Early warning system gave 10 seconds to prepare for #NapaQuake. WATCH: http://t.co/U3uVl1mH0K http://t.co/KGikvsg00H;NapaQuake, 
503644689266782208;Sun Aug 24 20:47:05 +0000 2014;#whatshot #news Earthquake rattles, doesn't wreck Napa wineries http://t.co/nv5QSmdUoF http://t.co/WWw0TrO06C #money #finance #tip;whatshot, news, money, finance, tip, 
503644626788839424;Sun Aug 24 20:46:50 +0000 2014;RT @latimes: Interactive map: See where this morning's quake hit the Bay Area and where it caused damage http://t.co/NDP9hpTLOE http://t.co…;
503644609839632384;Sun Aug 24 20:46:46 +0000 2014;California winemakers cleaning up after quake

(Sent from WCAX) http://t.co/h7VQ7HwMD4;
503644680853000192;Sun Aug 24 20:47:03 +0000 2014;6.0 earthquake shakes Northern California
http://t.co/fkIXfZZZiw  via @MailOnline;
503644602549555200;Sun Aug 24 20:46:45 +0000 2014;KGO's @LauraAnthony7 on @ABC for #napaearthquake coverage: fire is hot. News folks are your intellectual and moral superiors...;napaearthquake, 
503644597940416512;Sun Aug 24 20:46:44 +0000 2014;RT @JasonLeopold: California Gov. Jerry Brown declares a state of emergency following 6.1 earthquake in Napa County - @nbcbayarea via @Brea…;
503644638142799872;Sun Aug 24 20:46:53 +0000 2014;RT @TheEllenShow: Hoping that everyone involved in the Napa #earthquake is okay. Thank you to all the incredible rescue workers.;earthquake, 
503644652084678656;Sun Aug 24 20:46:56 +0000 2014;California hit by biggest earthquake in 25 years - via @Telegraph http://t.co/5eH9juullE #pray for the victims http://t.co/8LVv6rH6ux;pray, 
503644568831553536;Sun Aug 24 20:46:37 +0000 2014;'I Got the Earthquake on Video!!!': San Francisco Quake Captured on Camera - http://t.co/PhAK3VcvJq http://t.co/NtE6Sc9b4G;
503644676776161280;Sun Aug 24 20:47:02 +0000 2014;Dozens injured, state of emergency as California hit by largest quake in 25 years — RT USA http://t.co/kiEsE0cBQK;
503644650767261696;Sun Aug 24 20:46:56 +0000 2014;RT @nbcbayarea: Meadowbrook Lane in Napa: Skaters find upside to quake damage. Video: http://t.co/xyo199r1n3 (Pic by Jeremy Carroll) http:/…;
503644644480000000;Sun Aug 24 20:46:55 +0000 2014;RT @rachellproctor: Join me in sending up #Prayers for all those impacted by the recent #earthquake in the #California Bay Area!;Prayers, earthquake, California, 
503644662780157954;Sun Aug 24 20:46:59 +0000 2014;RT @BeschlossDC: San Francisco Market St. in color, rising from 1906 earthquake &amp; fire:  #Ives http://t.co/B9fBe58Moy;Ives, 
503644663526354944;Sun Aug 24 20:46:59 +0000 2014;dammit I should've stayed awake so I could see an earthquake happening it was all over the Bay Area;
503644588301504512;Sun Aug 24 20:46:41 +0000 2014;RT @femaregion9: Follow @Cal_OES and @RedCrossCRC for #napaquake updates;napaquake, 
503644702839562241;Sun Aug 24 20:47:09 +0000 2014;San Francisco Earthquake Latest News: The biggest Earthquake in the region in 25 years jolted many residents o... http://t.co/pGeI4b9KEs;
503644602268909568;Sun Aug 24 20:46:45 +0000 2014;RT @danhogman: Sad day for so many reasons #earthquake #napa stole this one from Silver Oaks http://t.co/XrcCCCteui;earthquake, napa, 
503644694174515200;Sun Aug 24 20:47:07 +0000 2014;RT @IAmJohnSparks: PLEASE RETWEET &amp; PRAY For People Hurt In The #napaquake! http://t.co/MKnVWK3ooA;napaquake, 
503644694476488704;Sun Aug 24 20:47:07 +0000 2014;RT @nelson3748: “...earthquake in Napa...described as "vibrant and intense, but not overly flamboyant with a clean, earthy finish."” @JackH…;
503644681402859520;Sun Aug 24 20:47:04 +0000 2014;RT @PaulaWordsmith1: EARTHQUAKE!  YOUR PRAYERS ARE NEEDED! Northern California had a 6.0 earthquake at 3am! Fires, buildings collapsed, wat…;
503644613216047105;Sun Aug 24 20:46:47 +0000 2014;I wonder how Napa is doing after that earthquake..... http://t.co/mTUSvwXdJU;
503644606907826176;Sun Aug 24 20:46:46 +0000 2014;Subscribe for more Breaking News:
Here's the latest news for Sunday, August 24: Six point Oh quake rocks Napa... http://t.co/Yw56sGZSZz;
503644691167211520;Sun Aug 24 20:47:06 +0000 2014;San Francisco, California Area Rocked by Strong Earthquake - http://t.co/4M9Z2u9QFl http://t.co/lCQpfDbOyH;
503644585428791297;Sun Aug 24 20:46:41 +0000 2014;Breaking: #Napa declares local emergency At least 6 fires &amp; 100 gas leaks reported from 6.1 #earthquake http://t.co/QcoD8gbYSG;Napa, earthquake, 
503644601396523008;Sun Aug 24 20:46:44 +0000 2014;RT @YourAnonNews: Strong 6.1 Earthquake Rocks San Francisco Bay Area, Injures 87+, Significant Damage In Napa  http://t.co/ibSTSBU9BJ;
503644617267761152;Sun Aug 24 20:46:48 +0000 2014;RT @jimsciutto: Incredible: UC-Berkeley system gave 10-sec warning before #napaquake - could give time to stop elevators, slow trains befor…;napaquake, 
503644673454645248;Sun Aug 24 20:47:02 +0000 2014;@EricShawnonFox &amp; @HARRISFAULKNER Looking on a Map the epicenter of the quake seemed to be South of Napa &amp; North of Suisun Bay.;
503644613996208130;Sun Aug 24 20:46:47 +0000 2014;RT @cnnbrk: California hospital receives 120 patients related to the 6.0 magnitude earthquake, hospital president says. http://t.co/S2v5wea…;
503644638914174976;Sun Aug 24 20:46:53 +0000 2014;RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369;napa, earthquake, 
503644676289617920;Sun Aug 24 20:47:02 +0000 2014;RT @AmyVansant: Ok #earthquake - it's one thing when you rattle china cabinets in L.A., but when you mess with Napa wine country...this is …;earthquake, 
503644616592076800;Sun Aug 24 20:46:48 +0000 2014;RT @jimsciutto: 6.1 earthquake rocks Napa California, strongest since 1989. We'll have more at top of #FZGPS #napaquake http://t.co/v3e1PQj…;FZGPS, napaquake, 
503644617825615872;Sun Aug 24 20:46:48 +0000 2014;@englishcad the wine is safe http://t.co/7YGKGLQmlk;
503644706106900480;Sun Aug 24 20:47:09 +0000 2014;#hot #finance #news Earthquake rattles, doesn't wreck Napa wineries http://t.co/kauBfvKoDK http://t.co/O1BULv4nUm #socialshakeup;hot, finance, news, socialshakeup, 
503644582069161984;Sun Aug 24 20:46:40 +0000 2014;RT @SFGate: We now have more than 100 photos of the earthquake damage in #Napa. See them here: http://t.co/24Db832o4U http://t.co/dCtid5LvL2;Napa, 
503644698402361344;Sun Aug 24 20:47:08 +0000 2014;RT @mercnews: Napa earthquake: UC-Berkeley ShakeAlert system gave 10 second warning of 'light' shaking http://t.co/qShVXJX7nk;
503644691124871168;Sun Aug 24 20:47:06 +0000 2014;RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369;napa, earthquake, 
503644579875540992;Sun Aug 24 20:46:39 +0000 2014;Napa hit with an earthquake.... The wineries are okay. I repeat. The wine is all okay. #Napa #NCEarthquake #SF;Napa, NCEarthquake, SF, 
503644688490852352;Sun Aug 24 20:47:05 +0000 2014;RT @MatthewKeysLive: Hospital officials say number of critically injured from South Napa quake rises to 6, including one child transported …;
503644630089732097;Sun Aug 24 20:46:51 +0000 2014;RT @gdanmitchell: My sister reports that the long dormant fault that may have been the source of today's serious Napa earthquake... http://…;
503644681037570049;Sun Aug 24 20:47:03 +0000 2014;RT @nbcbayarea: Meadowbrook Lane in Napa: Skaters find upside to quake damage. Video: http://t.co/xyo199r1n3 (Pic by Jeremy Carroll) http:/…;
503644569360019456;Sun Aug 24 20:46:37 +0000 2014;@LeylaGulenABC7 Verizon offering free cell phone charging and internet access at Napa and Vallejo VZW stores. #napaquake;napaquake, 
503644626813591552;Sun Aug 24 20:46:50 +0000 2014;RT @KateCagle: Noooo! @ABC7: PHOTOS: South Napa #earthquake rattles wine country http://t.co/grhgjXftBB http://t.co/2XraDVScD0 @sophiesdich…;earthquake, 
503644639228723200;Sun Aug 24 20:46:53 +0000 2014;RT @edmundflanagan: Earthquake just now in San Francisco. Good shaker had the house rocking for what felt like 10-15 secs;
503644627405381632;Sun Aug 24 20:46:51 +0000 2014;RT @latimes: Wineries and other businesses in Northern California's wine country assess damage after today's earthquake http://t.co/F8CZDfo…;
503644745047228417;Sun Aug 24 20:47:19 +0000 2014;#AUSD maintenance staff have checked all school sites and confirmed they are safe, free of damage, and ready to open after #napaquake.;AUSD, napaquake, 
503644712352239616;Sun Aug 24 20:47:11 +0000 2014;RT @SFGate: See the latest photos and updates from #Napaquake here: http://t.co/i2DW3YlzrW http://t.co/mI1iuoKMtk;Napaquake, 
503644827422965760;Sun Aug 24 20:47:38 +0000 2014;RT @matierandross: "We got hit harder than we thought" @GavinNewsom updates us on #earthquake damage to Carneros Inn outside #Napa http://t…;earthquake, Napa, 
503644883698319360;Sun Aug 24 20:47:52 +0000 2014;RT @Crypt0nymous: Choose the reasonable reaction:
State of Emergency declared after...
[✔️] -California earthquake.
[🚫] -death of unarmed t…;
503644764307468288;Sun Aug 24 20:47:23 +0000 2014;@Quakeprediction @MrMurder37 NEWSFLASH! the movie 10.0 is a fake!!  Fracking did not cause this earthquake  CA has quakes everyday;
503644841272950785;Sun Aug 24 20:47:42 +0000 2014;RT @jlsealey: Matthiassons on Twitter: Will be barrel pickup sticks #napaearthquake http://t.co/zm4LzafavT http://t.co/St8jnAT2pS;napaearthquake, 
503644818472726530;Sun Aug 24 20:47:36 +0000 2014;RT @AUSDNews: #AUSD maintenance staff have checked all school sites and confirmed they are safe, free of damage, and ready to open after #n…;AUSD, 
503644742358667265;Sun Aug 24 20:47:18 +0000 2014;RT @Crypt0nymous: Choose the reasonable reaction:
State of Emergency declared after...
[✔️] -California earthquake.
[🚫] -death of unarmed t…;
503644801926184960;Sun Aug 24 20:47:32 +0000 2014;RT @CDCemergency: The quake in #Napa is a good reminder to review what to do during an #earthquake. http://t.co/F4djtncj4M;Napa, earthquake, 
503644746485886976;Sun Aug 24 20:47:19 +0000 2014;RT @mikeoskin: Surface rupture (highlighted by paint) through parking lot of Stone Bridge school. Photo by A. Morelan. #napaquake http://t.…;napaquake, 
503644720166604800;Sun Aug 24 20:47:13 +0000 2014;RT @KenAdair1: Earthquake in Napa. Vintage wine destroyed. Call out the National Guard. Alert the cable channels. Move to Texas. Blame it o…;
503644837883940864;Sun Aug 24 20:47:41 +0000 2014;RT @nbcbayarea: Meadowbrook Lane in Napa: Skaters find upside to quake damage. Video: http://t.co/xyo199r1n3 (Pic by Jeremy Carroll) http:/…;
